track,seq_len,pred_len,fold,strategy,model,best_val_loss,skipped,est_train_hours,rmse,mae,tss_p_gt10,hss_p_gt10,pod_p_gt10,far_p_gt10,tss_xrs_long,hss_xrs_long,pod_xrs_long,far_xrs_long
uni_b,2016,144,0,direct,segrnn_thuml,0.0592072308063507,False,,0.2203883826732635,0.1394327729940414,,,,,0.0563042301874587,0.1007700091924146,0.0568721515951067,0.4707589285714286
uni_b,2016,144,0,direct,tide,0.1304540932178497,False,,0.2850090563297272,0.1817373931407928,,,,,0.0494139656498773,0.0795561840557928,0.0514591828575997,0.7797474419082167
uni_b,2016,144,0,direct,rlinear,0.1204538643360138,False,,0.2774055302143097,0.1750915050506591,,,,,0.0452680134430311,0.0776068499686291,0.0465099544255217,0.7040146542512593
uni_b,2016,144,0,direct,itransformer,0.0848066508769989,False,,0.2470803707838058,0.1547122150659561,,,,,0.0208994300023507,0.0349352570912989,0.0227472615335412,0.8785796594255474
uni_b,2016,144,0,direct,frets,0.2012646794319152,False,,0.4107063710689544,0.2866063117980957,,,,,0.0009874371406046,0.0019259967389889,0.0011353641960502,0.9206703910614524
uni_b,2016,144,0,direct,patchtst,0.0838806480169296,False,,0.2421128302812576,0.1490200906991958,,,,,0.0004628271058676,0.000907861328527,0.0005516910530103,0.9348441926345608
uni_b,2016,144,0,direct,xpatch,inf,False,,,,,,,,0.0,0.0,0.0,0.0
uni_b,2016,144,0,direct,tsmixer,0.5798926949501038,False,,0.8585676550865173,0.7472918033599854,,,,,0.0,0.0,0.0,0.0
multi,2016,144,0,direct,segrnn_thuml,0.02730661816895,False,,0.1956866830587387,0.1048094481229782,0.4902559137438576,0.5137364472509484,0.4936895544400011,0.4561841981942579,0.0318847050797284,0.0603047334841125,0.0320200205338809,0.3659466327827191
multi,2016,144,0,direct,rlinear,0.1012324020266532,False,,0.408403605222702,0.2100277245044708,0.0433921229932377,0.0356147982657894,0.0548796052071811,0.961899698741804,0.02421502280361,0.0318852619623287,0.0277849075975359,0.9460839247914332
multi,2016,144,0,direct,tide,0.1555937230587005,False,,0.5268902778625488,0.2376286089420318,0.0365318164306516,0.0251213603293941,0.0519867267931591,0.9728673564545496,0.0333393743109337,0.0279058187000718,0.0432174024640657,0.9689595575527136
multi,2016,144,0,direct,patchmixer,0.0447865054011344,False,,0.2475832253694534,0.1483391970396042,0.0267716731905886,0.0508899363950706,0.0269151138716356,0.391276459268762,0.0225107531869502,0.0425677356411857,0.0227156057494866,0.5518987341772152
multi,2016,144,0,direct,dlinear,0.1875628381967544,False,,0.4583568274974823,0.2850974798202514,0.0099826544328483,0.0132449159540667,0.01403896877393,0.9721048182586643,0.0447050474566934,0.0310751211373526,0.0580723819301848,0.9691710241692356
multi,2016,144,0,direct,tsmixer,0.3807860612869262,False,,1.5647571086883545,0.6307607889175415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
multi,2016,144,0,direct,xpatch,inf,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
multi,2016,144,0,direct,itransformer,0.0517784170806407,False,,0.2732908129692077,0.1716736406087875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
multi,2016,144,0,direct,patchtst,0.0518021881580352,False,,0.2546467185020447,0.139624536037445,-4.702973149080251e-07,-9.3280815691744e-07,0.0,1.0,0.0,0.0,0.0,0.0
multi,2016,144,0,direct,frets,0.0759507268667221,False,,0.3529787063598633,0.232741966843605,-0.0046368963763356,-0.0059336488201314,0.0,1.0,-0.0003832903146682,-0.0007061512315696,0.0001925051334702,0.9975579975579976
uni_a,2016,288,0,direct,segrnn_thuml,0.0610010288655757,False,,0.2414680123329162,0.0939351469278335,0.5807547605233992,0.6683757100254989,0.5834093381976446,0.2041613690063681,,,,
uni_a,2016,288,0,direct,dlinear,0.3433913588523865,False,,1.1874594688415527,0.4846113324165344,0.4610169626850233,0.2300235575834062,0.5060443868407578,0.8337949301429723,,,,
uni_a,2016,288,0,direct,itransformer,0.0727638453245163,False,,0.2916547954082489,0.1427824795246124,0.4241673968257839,0.5343227447174191,0.4268873207885305,0.2642881764908652,,,,
uni_a,2016,288,0,direct,patchtst,0.1023106575012207,False,,0.3559110760688782,0.1698870658874511,0.4125565084839262,0.4347998151409633,0.4209789426523297,0.53007211592132,,,,
uni_a,2016,288,0,direct,tide,0.1511506736278534,False,,0.7134354114532471,0.3053881227970123,0.381483464514658,0.2415718825643655,0.4128144201228879,0.8105712397665112,,,,
uni_a,2016,288,0,direct,rlinear,0.1603311747312545,False,,0.6069731712341309,0.2400336861610412,0.3795321635310231,0.317686422625104,0.39725342421915,0.7155122281012855,,,,
uni_a,2016,288,0,direct,patchmixer,0.3313594162464142,False,,0.6866147518157959,0.3971026539802551,0.3256371165529738,0.2661421130303587,0.3453221006144393,0.7626921554397308,,,,
uni_a,2016,288,0,direct,frets,0.3336944282054901,False,,0.7476034164428711,0.3772764801979065,0.0631262945272487,0.0717224945976308,0.0752008128520225,0.9005233385720106,,,,
uni_a,2016,288,0,direct,xpatch,inf,False,,,,0.0,0.0,0.0,0.0,,,,
uni_a,2016,288,0,direct,tsmixer,0.1473600268363952,False,,0.3224564492702484,0.1954121887683868,0.0,0.0,0.0,0.0,,,,
uni_b,2016,288,0,direct,dlinear,0.6609814763069153,False,,0.7866100072860718,0.5903195738792419,,,,,0.1261161479428379,0.0346419122710375,0.194914307235772,0.9692608639462796
uni_b,2016,288,0,direct,patchmixer,0.1391986757516861,False,,0.2921490669250488,0.1923601776361465,,,,,0.0398241252127506,0.0599712712836208,0.0429312264350071,0.8660494066297344
uni_b,2016,288,0,direct,tide,0.2686250507831573,False,,0.3810791671276092,0.2426244765520095,,,,,0.0335161613655414,0.0331196407749097,0.0444832566975279,0.9565684729462156
uni_b,2016,288,0,direct,rlinear,0.2616516947746277,False,,0.3762618005275726,0.2404237389564514,,,,,0.031636565809946,0.0317959003536641,0.0422441943721313,0.9573232428816324
uni_b,2016,288,0,direct,segrnn_thuml,0.0747105255722999,False,,0.2388247549533844,0.1488428562879562,,,,,0.0244277687751274,0.0460563387795018,0.0247124605266969,0.5071805876526907
uni_b,2016,288,0,direct,itransformer,0.0951506346464157,False,,0.2610311508178711,0.1638327986001968,,,,,0.0067940678471242,0.0123264420152061,0.0077394575757701,0.9160531513736756
uni_b,2016,288,0,direct,xpatch,inf,False,,,,,,,,0.0,0.0,0.0,0.0
uni_b,2016,288,0,direct,tsmixer,0.4038821756839752,False,,0.7415110468864441,0.6108360886573792,,,,,0.0,0.0,0.0,0.0
uni_b,2016,288,0,direct,frets,0.2269951999187469,False,,0.44098100066185,0.3057958483695984,,,,,0.0,0.0,0.0,0.0
uni_b,2016,288,0,direct,patchtst,0.1023379117250442,False,,0.2639560997486114,0.1625741869211197,,,,,-2.1496659516402068e-05,-4.243768871804378e-05,0.0,1.0
multi,2016,288,0,direct,segrnn_thuml,0.0371365807950496,False,,0.2275882810354232,0.1244504153728485,0.0101144716090581,0.0189788016797186,0.0104612716136375,0.823206106870229,0.0076454455499538,0.0149215940085335,0.0077181604769384,0.5528375733855186
multi,2016,288,0,direct,tsmixer,0.3161223530769348,False,,1.6423605680465698,0.6987397074699402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
multi,2016,288,0,direct,itransformer,0.0554487891495227,False,,0.2944571673870086,0.1827532052993774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
multi,2016,288,0,direct,xpatch,inf,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
multi,2016,288,0,direct,patchtst,0.0592675320804119,False,,0.2877461314201355,0.1632918566465377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
multi,2016,288,0,direct,patchmixer,0.0461123660206794,False,,0.2750451564788818,0.1650885790586471,-0.0009778568306083,-0.001684140750248,0.0001264747863479,0.999185288640596,0.0111851221458436,0.0215504667954723,0.0113323537856141,0.6303030303030303
multi,2016,288,0,direct,dlinear,0.1425077021121978,False,,0.4168253540992737,0.2815709710121155,-0.0013534976439853,-0.002263609174214,0.0,1.0,0.0461248027311985,0.0226201962415984,0.069176335478205,0.9776428976900572
multi,2016,288,0,direct,frets,0.0675804838538169,False,,0.3338451683521271,0.2126722335815429,-0.0031750981131429,-0.0043797095775767,0.0,1.0,0.0009191334144084,0.001700952733845,0.0014693215787607,0.9800550206327372
multi,2016,288,0,direct,tide,0.2853381037712097,False,,0.7576496601104736,0.3986086249351501,-0.058660515177829,-0.0122514909553095,0.0027643774730337,0.9996796925048046,-0.0018894078033757,-0.0010032002110532,0.0191518467852257,0.99311165915469
multi,2016,288,0,direct,rlinear,0.323734700679779,False,,0.7929948568344116,0.4206872582435608,-0.063411776544913,-0.01253586578289,0.0018971217952192,0.9997932305656424,-0.0049800566894485,-0.0024853874534643,0.017918967759369,0.9940722283058082
uni_a,288,144,1,direct,patchmixer,0.0423894822597503,False,,0.2428014278411865,0.1362136304378509,0.8372721815219883,0.8366735556536276,0.8453331727761395,0.1559403825960863,,,,
uni_a,288,144,1,direct,dlinear,0.0509749725461006,False,,0.2699711918830871,0.1531391441822052,0.8332125398271802,0.7759622203004772,0.8490353440103867,0.2652799873387423,,,,
uni_a,288,144,1,direct,rlinear,0.0422753095626831,False,,0.2420764565467834,0.132321611046791,0.8301485362635359,0.8436039604166721,0.8368342044768295,0.1340383281186392,,,,
uni_a,288,144,1,direct,segrnn_thuml,0.0394645147025585,False,,0.2329706698656082,0.1282704323530197,0.8290719720654031,0.8622487380415711,0.8334788005653303,0.0929186252576077,,,,
uni_a,288,144,1,direct,itransformer,0.0426567010581493,False,,0.2445215135812759,0.1366511434316635,0.8212690829345323,0.8427923181411844,0.8273981495481613,0.1255052612238804,,,,
uni_a,288,144,1,direct,xpatch,0.0429849997162818,False,,0.2443109005689621,0.1354527324438095,0.8198778015324633,0.8501041547053088,0.8250382304182847,0.1080838235438057,,,,
uni_a,288,144,1,direct,tide,0.0430200882256031,False,,0.2445087134838104,0.1335553526878357,0.8174682359435361,0.8381248981890206,0.8238761524581095,0.1309550073012498,,,,
uni_a,288,144,1,direct,patchtst,0.0489332117140293,False,,0.262980043888092,0.1417733430862426,0.8048236810667988,0.8262739636769504,0.8117162085203357,0.1412716512750468,,,,
uni_a,288,144,1,direct,tsmixer,0.0488449744880199,False,,0.2884654700756073,0.1636812388896942,0.7808762706048986,0.8110851820659588,0.7877761349839337,0.1450744593882893,,,,
uni_a,288,144,1,direct,frets,0.0599913597106933,False,,0.3124785125255584,0.1868188232183456,0.4392950685700048,0.5934640615225102,0.4399268619730246,0.0270707810970078,,,,
uni_b,288,144,1,direct,dlinear,0.1661756485700607,False,,0.4011390507221222,0.3186695277690887,,,,,0.0793451841064527,0.0966047046864371,0.082535227897134,0.8711641655620219
uni_b,288,144,1,direct,tide,0.0574314966797828,False,,0.2243535369634628,0.1279775202274322,,,,,0.0318912434406379,0.0608634701695344,0.0319514642907419,0.2479692176143651
uni_b,288,144,1,direct,segrnn_thuml,0.0525604523718357,False,,0.215049996972084,0.1254375725984573,,,,,0.0318685979362064,0.0611000893055118,0.0319015117456598,0.1529000361750874
uni_b,288,144,1,direct,rlinear,0.0575241558253765,False,,0.2244890332221985,0.1281047165393829,,,,,0.0285798750191224,0.054874589106136,0.0286228083320845,0.2078672866658288
uni_b,288,144,1,direct,itransformer,0.054400261491537,False,,0.2180898487567901,0.1226640418171882,,,,,0.0248277765618361,0.0471472172252566,0.0249581079792379,0.4774175145003328
uni_b,288,144,1,direct,patchtst,0.0548408515751361,False,,0.2192575633525848,0.1235759258270263,,,,,0.0132620092964295,0.0250817986412626,0.0134826460317244,0.7411282587845497
uni_b,288,144,1,direct,xpatch,0.0595320351421833,False,,0.2280625700950622,0.1256370395421981,,,,,0.0130495736618849,0.0255730840348645,0.0130603199687569,0.1258358662613981
uni_b,288,144,1,direct,patchmixer,0.0651644393801689,False,,0.2457379698753357,0.1371069401502609,,,,,0.0112363196109825,0.0218660512026593,0.0112983574694948,0.4899548995489955
uni_b,288,144,1,direct,frets,0.0804052203893661,False,,0.2684431672096252,0.1589283347129821,,,,,0.0024136350733537,0.0047343267085682,0.0024794626922605,0.8228423101881895
uni_b,288,144,1,direct,tsmixer,0.9268285632133484,False,,0.9645329117774964,0.7461252808570862,,,,,0.0,0.0,0.0,0.0
multi,288,144,1,direct,segrnn_thuml,0.0344470851123333,False,,0.2082881480455398,0.1216645538806915,0.8066939206309505,0.834285788514669,0.811137593199962,0.1290409791629215,0.1264582237275134,0.2047305389438853,0.1279411990363516,0.426994708267473
multi,288,144,1,direct,itransformer,0.0414135418832302,False,,0.2310404032468795,0.1304786950349807,0.7235380412490806,0.7264532232425087,0.7330987735043186,0.2607402740002818,0.2118638609553963,0.2675455517767118,0.2174592214089521,0.6232400357309966
multi,288,144,1,direct,tide,0.0392492823302745,False,,0.2246743440628051,0.1264072805643081,0.7162655693208885,0.7252036784970496,0.7254700863714499,0.2554727145557093,0.2145209358588828,0.2814717019301527,0.2191502094554159,0.5759182825073492
multi,288,144,1,direct,rlinear,0.0392581559717655,False,,0.2247550934553146,0.1257293820381164,0.708624282277694,0.7225083330500778,0.7175909325796483,0.25258063187379,0.2062958030743293,0.2751637449901286,0.210664579784867,0.5714116244076347
multi,288,144,1,direct,patchtst,0.0400835573673248,False,,0.2292579710483551,0.1285550743341446,0.697825541452846,0.7038880865669549,0.7079624669120361,0.2791433729522224,0.1924123229030406,0.2631334009704323,0.1964185425585784,0.5673377229155118
multi,288,144,1,direct,xpatch,0.0381292775273323,False,,0.2210625559091568,0.1230607479810714,0.6656170288089183,0.7575652321582111,0.6685521972517217,0.1061335636357227,0.1647792221216062,0.2439613487480952,0.1674722644201998,0.5083119340451412
multi,288,144,1,direct,patchmixer,0.041429329663515,False,,0.2329538464546203,0.1289950758218765,0.652185153051721,0.6699710068066764,0.6626214104173038,0.298714634306275,0.1830594873674844,0.2648120030649451,0.1859657198974972,0.5011730615672102
multi,288,144,1,direct,dlinear,0.0856066867709159,False,,0.3089367151260376,0.2239870280027389,0.6412115742039427,0.659390836709424,0.6519633949569197,0.3084401873732783,0.3612070592116602,0.3014625604902036,0.3771578511255351,0.7311060981666773
multi,288,144,1,direct,frets,0.0428547635674476,False,,0.2394374310970306,0.1483203768730163,0.3043688987241957,0.4562544099486005,0.3045213186674119,0.0133557138708079,0.1320707860359978,0.1971869538182629,0.1350887692000797,0.5895374860126819
multi,288,144,1,direct,tsmixer,0.9779822826385498,False,,0.9625602960586548,0.6593724489212036,0.232130153054115,0.355304102567605,0.2338383092709574,0.1649672833403944,0.0,0.0,0.0,0.0
uni_a,288,288,1,direct,dlinear,0.1128298118710517,False,,0.4139769673347473,0.2003606110811233,0.7835842175700397,0.6882827410130613,0.8091671818597819,0.3739061218813984,,,,
uni_a,288,288,1,direct,itransformer,0.0722715929150581,False,,0.3269495666027069,0.1741573363542556,0.7334119677328698,0.7399903481800758,0.745871803427096,0.2398576478291976,,,,
uni_a,288,288,1,direct,rlinear,0.0750492289662361,False,,0.3280342221260071,0.1597622483968734,0.7289630428993105,0.7378444409496634,0.7413124063294635,0.2393522031183192,,,,
uni_a,288,288,1,direct,segrnn_thuml,0.067104734480381,False,,0.3112315237522125,0.1537170112133026,0.727542248384929,0.7688754305561385,0.7355331542262609,0.1702709534824412,,,,
uni_a,288,288,1,direct,xpatch,0.0706169605255127,False,,0.3199174702167511,0.1629699170589447,0.726067627795369,0.7538206192318845,0.7359315096405976,0.2020269107954973,,,,
uni_a,288,288,1,direct,tide,0.0763062685728073,False,,0.3298555612564087,0.1604418158531189,0.7249665161555876,0.7412617420220291,0.7364607497212504,0.2276853952679728,,,,
uni_a,288,288,1,direct,patchmixer,0.0720614790916442,False,,0.329226016998291,0.1678226888179779,0.6986720176422762,0.7156318503074369,0.7113061050260208,0.2512190813135782,,,,
uni_a,288,288,1,direct,patchtst,0.077965036034584,False,,0.3427305221557617,0.1684417575597763,0.688438321647461,0.6978639099916316,0.7026692043749191,0.2767003408757744,,,,
uni_a,288,288,1,direct,tsmixer,0.0931038856506347,False,,0.4024304151535034,0.2353709489107132,0.3138536242949653,0.4570240789555322,0.3150899608982059,0.0690019621931738,,,,
uni_a,288,288,1,direct,frets,0.0964042469859123,False,,0.4168002605438232,0.2357293516397476,0.2614732900336498,0.3910913770080956,0.2634150585783248,0.1222226627743882,,,,
uni_b,288,288,1,direct,dlinear,0.2362483590841293,False,,0.4804186522960663,0.3708654940128326,,,,,0.0304916085510143,0.0509161308810812,0.0314094295911339,0.8373748638414855
uni_b,288,288,1,direct,tide,0.0698465630412101,False,,0.247145339846611,0.1441838294267654,,,,,0.0157208554431684,0.030521268921111,0.0157710850917287,0.3594751296917913
uni_b,288,288,1,direct,rlinear,0.0699217841029167,False,,0.2472436726093292,0.14425590634346,,,,,0.0138280369559186,0.0269446809009906,0.013867635088598,0.3347350714886459
uni_b,288,288,1,direct,segrnn_thuml,0.0641103088855743,False,,0.2387031316757202,0.144345998764038,,,,,0.0123618003355174,0.0241694441850448,0.012389956796694,0.2859411085450346
uni_b,288,288,1,direct,patchmixer,0.0705707818269729,False,,0.2515482604503631,0.1497382968664169,,,,,0.0102583728361008,0.019850433098713,0.0103587752801953,0.6307142857142857
uni_b,288,288,1,direct,itransformer,0.0662367045879364,False,,0.2393668740987777,0.1380959451198578,,,,,0.0080432122214319,0.0156813866438219,0.0081122033686055,0.5997775855677746
uni_b,288,288,1,direct,frets,0.1020248681306839,False,,0.3053217828273773,0.2008651494979858,,,,,0.0074114507730185,0.0136630796783467,0.0078191722497025,0.9018485915492958
uni_b,288,288,1,direct,xpatch,0.0681552961468696,False,,0.2447490841150283,0.1430253833532333,,,,,0.005969192233693,0.0117416880724083,0.0059983720493394,0.4615557553956834
uni_b,288,288,1,direct,patchtst,0.0671138241887092,False,,0.2410375326871872,0.1392440199851989,,,,,0.0054296144430052,0.0106515367141438,0.0054774278379562,0.6060169338857864
uni_b,288,288,1,direct,tsmixer,1.0266224145889282,False,,1.041853666305542,0.7955105900764465,,,,,0.0,0.0,0.0,0.0
multi,288,288,1,direct,segrnn_thuml,0.0481838695704937,False,,0.253834456205368,0.1391227096319198,0.66190643246679,0.7002985805372566,0.670390184334477,0.2432331308277784,0.0859317427581869,0.1403862940961234,0.087935977601815,0.5840679099426744
multi,288,288,1,direct,patchtst,0.0538189150393009,False,,0.2782603800296783,0.1493867635726928,0.6266570194010683,0.6060887405514052,0.6434763330813514,0.3989876188336027,0.1790359723199956,0.2392796721287521,0.1839730228757324,0.6231220201306727
multi,288,288,1,direct,tide,0.0526328012347221,False,,0.272308200597763,0.1462915688753128,0.6079553891492158,0.6069736091613875,0.6229342327150085,0.3791565155720146,0.1864485956134154,0.2441450406662424,0.1917689428615267,0.6309022132262667
multi,288,288,1,direct,rlinear,0.0525912791490554,False,,0.2723926901817322,0.1459168195724487,0.6022812930069443,0.6036889821454765,0.6171636041169971,0.3798255910351542,0.1810841847535957,0.2397557648307346,0.1862176685682367,0.6294155184717571
multi,288,288,1,direct,itransformer,0.0566222704946994,False,,0.2859808206558227,0.1558962911367416,0.5789907346379248,0.5664693776769821,0.596682560911787,0.4295688960879677,0.2046763538623603,0.2522156708852988,0.2112587428260123,0.6574961498363506
multi,288,288,1,direct,patchmixer,0.0537455342710018,False,,0.2777292728424072,0.1489061117172241,0.5576082499491078,0.562506301150342,0.573680002325987,0.4157277918063041,0.1767406343212302,0.2391454039055815,0.1814163335040091,0.6135895449220974
multi,288,288,1,direct,dlinear,0.1323440819978714,False,,0.3893912732601166,0.25986248254776,0.5074925919019262,0.5093162676661664,0.5258671570622783,0.4701831704630671,0.3442154354501333,0.2141614837361449,0.3744075911089963,0.8324482838165937
multi,288,288,1,direct,xpatch,0.0512586645781993,False,,0.2709527611732483,0.1446252912282943,0.4866563405006684,0.541801866722069,0.4980752456823865,0.3679995056385793,0.1553530016519467,0.2190881219240325,0.1593974281394438,0.6098736260258655
multi,288,288,1,direct,tsmixer,0.8020150661468506,False,,0.8866065740585327,0.6418785452842712,0.2830889122463476,0.3349207179289493,0.2980410827469907,0.5602797253792551,0.1622327369796114,0.0674401675461337,0.2212527605521621,0.9426440914301548
multi,288,288,1,direct,frets,0.0683905631303787,False,,0.3076866567134857,0.1836761534214019,0.2799165431197433,0.4253957554765932,0.2802225678897482,0.0269880770900427,0.0517906692842095,0.0913438490993038,0.0528750256444736,0.558209213217712
uni_a,864,144,1,direct,segrnn_thuml,0.0422703512012958,False,,0.241969957947731,0.1246651336550712,0.8274425304159225,0.8636429428116977,0.8316325798555412,0.0876502866425515,,,,
uni_a,864,144,1,direct,xpatch,0.0467811711132526,False,,0.2540238499641418,0.1317708194255828,0.7438739703051458,0.8109858081703347,0.7479331253784368,0.0937801247365104,,,,
uni_a,864,144,1,direct,itransformer,0.0519247725605964,False,,0.2848400771617889,0.1409204751253128,0.6526355739724389,0.7400724838711243,0.6575186599822654,0.124043291764472,,,,
uni_a,864,144,1,direct,dlinear,0.1907482743263244,False,,0.6139419078826904,0.3297666907310486,0.598584447954206,0.622356258972787,0.6145698518967037,0.3315380623714899,,,,
uni_a,864,144,1,direct,patchmixer,0.0792021974921226,False,,0.3645139634609222,0.1823916882276535,0.5964000255534762,0.6583810834829674,0.6066101247442413,0.2429636858503742,,,,
uni_a,864,144,1,direct,patchtst,0.0800014212727546,False,,0.3805926144123077,0.1940069049596786,0.5204690693555428,0.5543496328255852,0.5379362246142456,0.3823919201304033,,,,
uni_a,864,144,1,direct,rlinear,0.2288398444652557,False,,0.6424899101257324,0.280360996723175,0.4600082999757242,0.4573129919398392,0.4875363371050268,0.5184540883426679,,,,
uni_a,864,144,1,direct,tide,0.1975418031215667,False,,0.6085289716720581,0.277422696352005,0.4558392279277288,0.4454427615513236,0.4854099169806556,0.5373800304808216,,,,
uni_a,864,144,1,direct,tsmixer,0.0840053409337997,False,,0.3772511780261993,0.2014951407909393,0.4336086864422022,0.5681007355546752,0.4369327035380072,0.12668468636406,,,,
uni_a,864,144,1,direct,frets,0.1604748517274856,False,,0.9147576689720154,0.366845428943634,0.1655670637705878,0.2700291113960772,0.166459094391818,0.0927092498093729,,,,
uni_b,864,144,1,direct,dlinear,1.5691839456558228,False,,1.2281885147094729,0.9752808213233948,,,,,0.0932129023607475,0.0334866666288072,0.1199846419658283,0.9738519487214784
uni_b,864,144,1,direct,segrnn_thuml,0.0543306991457939,False,,0.2090200036764145,0.1233328133821487,,,,,0.0407845651773055,0.0770934323488566,0.0408536094476681,0.2200283755024828
uni_b,864,144,1,direct,tide,0.0633421763777732,False,,0.2290339767932891,0.1323084980249405,,,,,0.0316097488091103,0.0601196510339056,0.0316945237461217,0.3086586518978792
uni_b,864,144,1,direct,rlinear,0.0629047080874443,False,,0.2282797992229461,0.1321730315685272,,,,,0.0277758084098472,0.05311942279758,0.0278488224475009,0.3044083526682135
uni_b,864,144,1,direct,patchmixer,0.1394360363483429,False,,0.5204723477363586,0.1749251335859298,,,,,0.0275489014931474,0.0374021395777347,0.0301834913518166,0.9357720791713888
uni_b,864,144,1,direct,itransformer,0.0574987046420574,False,,0.2169291079044342,0.1240957230329513,,,,,0.0144480614488805,0.0278974862253833,0.0145405904173298,0.5150764147046675
uni_b,864,144,1,direct,xpatch,0.0669698938727378,False,,0.2389228045940399,0.1387844234704971,,,,,0.0128032025101396,0.0250964123549882,0.0128128115730218,0.111254295532646
uni_b,864,144,1,direct,patchtst,0.0587201528251171,False,,0.2208376675844192,0.1254502236843109,,,,,0.0094886561818159,0.0185797325241368,0.0095244582886938,0.3855373551737914
uni_b,864,144,1,direct,frets,0.1287489384412765,False,,0.3505720794200897,0.2658477425575256,,,,,0.0007979242516032,0.0015208397316543,0.0010527684714421,0.9758488421650804
uni_b,864,144,1,direct,tsmixer,0.8075427412986755,False,,0.848644495010376,0.6803694367408752,,,,,0.0,0.0,0.0,0.0
multi,864,144,1,direct,segrnn_thuml,0.0313490256667137,False,,0.2162419706583023,0.121021457016468,0.8385569909015812,0.860529047448298,0.8431568642790239,0.1092372779135376,0.0782681496715017,0.134886859796406,0.0794940099276533,0.4491813199744477
multi,864,144,1,direct,xpatch,0.0348356515169143,False,,0.2318584769964218,0.1318606883287429,0.7381456176731357,0.8064546615360121,0.7417472402703805,0.098406620235923,0.1249856508099019,0.1805716236503504,0.1295786812621608,0.6521065110341054
multi,864,144,1,direct,dlinear,0.4612497389316559,False,,0.6858792304992676,0.4964102208614349,0.6628741841105208,0.7122707706755542,0.6710503781479735,0.2149994558603836,0.5714545776785693,0.0856092077151502,0.7941200731715601,0.93681954806526
multi,864,144,1,direct,patchmixer,0.0402458272874355,False,,0.2574047744274139,0.1446002423763275,0.655261024873594,0.6700520839935571,0.6679761418969349,0.2996652701115027,0.1534571527801496,0.2153925587038091,0.1582892993871639,0.6174942838717242
multi,864,144,1,direct,rlinear,0.0544603504240512,False,,0.3009344041347503,0.1653817892074585,0.625596016541906,0.6419614039598872,0.6392698794620298,0.3246963544667944,0.16521231953345,0.2171062642043461,0.1716620327913397,0.6652029904419419
multi,864,144,1,direct,itransformer,0.0556090958416461,False,,0.296114981174469,0.1761495023965835,0.6188438567608137,0.6538330454777719,0.6303072333353772,0.2901858633383017,0.1450119498806218,0.1767162204765534,0.1540921243528344,0.7570553179770038
multi,864,144,1,direct,tide,0.0567238144576549,False,,0.3060270249843597,0.1686616986989975,0.6088051274122261,0.6338914378641739,0.621938714022027,0.321889876321219,0.1671394438693794,0.2173961055153266,0.1738503864797589,0.6711970486748403
multi,864,144,1,direct,patchtst,0.0446501746773719,False,,0.2805314362049103,0.1595849990844726,0.5017785653990244,0.594363796243602,0.5091117064125523,0.2445867345978403,0.1543512203691411,0.2084969395265197,0.1602204851255028,0.6595384900913533
multi,864,144,1,direct,frets,0.0571284815669059,False,,0.3275363743305206,0.1845371425151825,0.2065032999148307,0.3322615429405578,0.2065573839814108,0.005851285756444,0.0982775934293628,0.1547717968244918,0.1012028666948095,0.604516667298722
multi,864,144,1,direct,tsmixer,0.5189219117164612,False,,0.9130918979644777,0.5858802795410156,0.0,0.0,0.0,0.0,0.209262633156975,0.0836037995315672,0.2808031403603263,0.9309046711073806
uni_a,864,288,1,direct,segrnn_thuml,0.0762092843651771,False,,0.3319331109523773,0.1571737080812454,0.7452256160773635,0.7580811692503104,0.7561876590486944,0.2157333740680864,,,,
uni_a,864,288,1,direct,xpatch,0.0901506245136261,False,,0.3588414490222931,0.1911244988441467,0.7309384818258499,0.7006340130872515,0.7489796335845382,0.3136927715224663,,,,
uni_a,864,288,1,direct,itransformer,0.099459134042263,False,,0.3835220634937286,0.2016719281673431,0.6804621374547377,0.6771234893784045,0.696979813601067,0.310200901823082,,,,
uni_a,864,288,1,direct,patchtst,0.1027668267488479,False,,0.4006964564323425,0.1958478391170501,0.5424452197278719,0.591474635526335,0.5565898323391512,0.3253374607045922,,,,
uni_a,864,288,1,direct,rlinear,0.3837688863277435,False,,0.7959551215171814,0.3203060925006866,0.517741895255103,0.5015817858123458,0.5452897038728102,0.4894392944743091,,,,
uni_a,864,288,1,direct,dlinear,0.3129617869853973,False,,0.7695763111114502,0.4176687598228454,0.4990150818202353,0.5601058404633189,0.5125671993519405,0.3340900489854234,,,,
uni_a,864,288,1,direct,tide,0.4004930853843689,False,,0.8268954157829285,0.336291491985321,0.4701043118740132,0.4545468630670843,0.5002491592409849,0.5334631135578236,,,,
uni_a,864,288,1,direct,patchmixer,0.1701035797595977,False,,0.5259889960289001,0.2352755069732666,0.4387581014368694,0.4830009066634481,0.4571732495438217,0.4332155398170658,,,,
uni_a,864,288,1,direct,frets,0.299371600151062,False,,1.0575722455978394,0.4510654807090759,0.2675123113383052,0.3710377217091559,0.2746917216944465,0.3315269283116402,,,,
